timeTick, roll, pitch, yaw, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, FlowX, FlowY, commandT, commandR, commandP, commandYR, m1, m2, m3, m4, otX0, otY0, otZ0, otRoll0, otPitch0, otYaw0, CameraTime
25916, -1.8239402770996094, -1.4656628370285034, -0.3824298083782196, -0.0016681738197803497, -0.0038976981304585934, 0.01458787266165018, -0.003374096006155014, -0.006687827408313751, -0.0007568869041278958, 3.0, -3.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.015685224905610085, -0.019827648997306824, 0.045930784195661545, -0.14292751297476003, 0.9152913989098295, 6.5981652048056105, 20553.0
25926, -1.8228307962417603, -1.4641284942626953, -0.38375797867774963, -0.0017030956223607063, -0.003967071417719126, 0.014580050483345985, -0.003610207699239254, -0.007186823524534702, -0.0008075413061305881, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.0157166775316, -0.019949179142713547, 0.04570735991001129, -0.07590725367025491, 0.9253546248667419, 6.695123590067309, 20553.0
25936, -1.8785514831542969, -1.4230835437774658, -0.38172289729118347, -0.002776829991489649, -0.0025652809999883175, 0.01457806583493948, -0.009079773910343647, -0.00013388933439273387, -0.0008949686889536679, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.01593484729528427, -0.020031586289405823, 0.04594505578279495, -0.09693225950095137, 0.9739377550223196, 6.664348714854536, 20553.0
25946, -1.8333133459091187, -1.4690701961517334, -0.38494497537612915, -0.001673446618951857, -0.003651094390079379, 0.014587229117751122, -0.0032431248109787703, -0.005757607985287905, -0.0009289460722357035, -5.0, 4.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.015713896602392197, -0.01995261199772358, 0.04571635276079178, -0.06868139777938007, 0.9186325974415013, 6.695789965997812, 20553.0
25956, -1.8552591800689697, -1.4682714939117432, -0.3862411677837372, -0.0016679222462698817, -0.0031235211063176394, 0.013937483541667461, -0.003256774740293622, -0.0030397619120776653, -0.004547519609332085, 4.0, -4.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.01594081148505211, -0.020033732056617737, 0.045977041125297546, -0.09238441103852338, 0.9731491878399936, 6.660328435221796, 20553.0
25966, -1.8247472047805786, -1.4700350761413574, -0.3859213888645172, -0.0016675530932843685, -0.0039015254005789757, 0.013892165385186672, -0.003270691493526101, -0.006880766712129116, -0.004603780340403318, -2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.015938907861709595, -0.02003316581249237, 0.045987628400325775, -0.09174574498644719, 0.9706184337905768, 6.680720652683134, 20553.0
25976, -1.8367729187011719, -1.469359278678894, -0.3865112066268921, -0.0016563549870625138, -0.0036248364485800266, 0.013847656548023224, -0.0032131201587617397, -0.005380440969020128, -0.0046571046113967896, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.015936795622110367, -0.020041977986693382, 0.045979972928762436, -0.09394312707655791, 0.9767165210785151, 6.667479103779219, 20553.0
25986, -1.8573085069656372, -1.4582749605178833, -0.3863670229911804, -0.0018984589260071516, -0.003103443654254079, 0.01380215398967266, -0.0045700352638959885, -0.0027621258050203323, -0.00477379746735096, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.015681391581892967, -0.01983204483985901, 0.045908600091934204, -0.14054659278737913, 0.9153501258726635, 6.60647256996983, 20553.0
25996, -1.8363368511199951, -1.4693328142166138, -0.3871874511241913, -0.0016218546079471707, -0.0035826056264340878, 0.014618723653256893, -0.003327895188704133, -0.0051613906398415565, -0.00032774818828329444, -2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.015688955783843994, -0.019833508878946304, 0.04590211808681488, -0.13899506815156945, 0.9155054897979937, 6.601388927878355, 20553.0
26006, -1.827569603919983, -1.4690818786621094, -0.3879794180393219, -0.0016187146538868546, -0.003818250261247158, 0.014615458436310291, -0.0033313243184238672, -0.00628683203831315, -0.0002416866336716339, 2.0, -1.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.015951162204146385, -0.0200350321829319, 0.04595541954040527, -0.09226666262324616, 0.9725460274499653, 6.669395092973032, 20553.0
26016, -1.8578354120254517, -1.4690200090408325, -0.3888790011405945, -0.0016054246807470918, -0.003066896926611662, 0.01461721770465374, -0.0033184681087732315, -0.002607579343020916, -0.00018067592463921756, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.01586991921067238, -0.019912751391530037, 0.04615326225757599, -0.17755146787508944, 0.9455142101871559, 6.586340190530945, 20659.0
26026, -1.8768624067306519, -1.4195342063903809, -0.38674286007881165, -0.002810342237353325, -0.002563178539276123, 0.01461293175816536, -0.009502758271992207, -0.0002190483792219311, -0.00024253502488136292, -3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.01571093127131462, -0.01995076611638069, 0.045723214745521545, -0.06757182505056039, 0.9186491236916936, 6.684237829027346, 20659.0
26036, -1.8565279245376587, -1.4599565267562866, -0.38782215118408203, -0.001832095324061811, -0.003032987006008625, 0.01516653597354889, -0.004264989867806435, -0.0027223187498748302, 0.0028426360804587603, -2.0, 5.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.015717826783657074, -0.019941741600632668, 0.04572485387325287, -0.06954013692093147, 0.9196700400889313, 6.682184336853688, 20659.0
26046, -1.8266329765319824, -1.4581103324890137, -0.3878953158855438, -0.0018333784537389874, -0.0037378587294369936, 0.015195393934845924, -0.004182442557066679, -0.006331412587314844, 0.0028727238532155752, 2.0, -4.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.015884816646575928, -0.019915081560611725, 0.04617638513445854, -0.1781908718519294, 0.9449425500958171, 6.572976188343329, 20659.0
26056, -1.8279237747192383, -1.466653823852539, -0.38977348804473877, -0.0015937004936859012, -0.0037275964859873056, 0.015224547125399113, -0.0029986840672791004, -0.006152317393571138, 0.0027646806556731462, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.01568959653377533, -0.019822964444756508, 0.045942824333906174, -0.14719988985951574, 0.9090462187149342, 6.58254031607037, 20659.0
26066, -1.8668129444122314, -1.4096205234527588, -0.38692620396614075, -0.0029846711549907923, -0.002780757611617446, 0.015256291255354881, -0.010178633965551853, -0.001154139288701117, 0.002697756513953209, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.015695447102189064, -0.01981635019183159, 0.04592001065611839, -0.1429236366228538, 0.9152224843371926, 6.599182380025771, 20659.0
26076, -1.8834776878356934, -1.44675612449646, -0.3888653516769409, -0.00204720557667315, -0.002320284955203533, 0.0152966920286417, -0.005177251994609833, 0.001087737618945539, 0.0028199506923556328, -4.0, 6.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.015703251585364342, -0.01983179897069931, 0.045902859419584274, -0.1411422185950318, 0.9186374242779038, 6.606529233520812, 20659.0
26086, -1.8431063890457153, -1.4652607440948486, -0.3899349868297577, -0.0015806781593710184, -0.0032336250878870487, 0.015611649490892887, -0.0027359905652701855, -0.0038007984403520823, 0.004247299861162901, -2.0, -4.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.015943430364131927, -0.02002553828060627, 0.045968424528837204, -0.09212577586788767, 0.9696159168381939, 6.658203182992541, 20659.0
26096, -1.8405849933624268, -1.464774489402771, -0.38873395323753357, -0.0016091003781184554, -0.003273442853242159, 0.015654025599360466, -0.0029485293198376894, -0.004162898287177086, 0.004228089936077595, 4.0, -2.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.015932731330394745, -0.020026614889502525, 0.045975472778081894, -0.09140258626687438, 0.9726313513314437, 6.676490946083209, 20659.0
26276, -1.8622136116027832, -1.4282853603363037, -0.3887730836868286, -0.00236403476446867, -0.0028408532962203026, 0.014270177111029625, -0.0064085242338478565, -0.0022356570698320866, -0.0022504900116473436, -5.0, 4.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.01593651995062828, -0.02003052458167076, 0.045978765934705734, -0.09101883713339527, 0.9731897316687252, 6.673080075398691, 20659.0
26306, -1.808029055595398, -1.466335415840149, -0.39327317476272583, -0.0016838921001181006, -0.004091254435479641, 0.014212123118340969, -0.00243590772151947, -0.008655461482703686, -0.002101896796375513, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.015699125826358795, -0.019838791340589523, 0.04593459516763687, -0.14334394954845042, 0.9204739423729791, 6.599133405985456, 20659.0
26316, -1.8409603834152222, -1.4645990133285522, -0.39325031638145447, -0.0016838921001181006, -0.004091254435479641, 0.014212123118340969, -0.00243590772151947, -0.008655461482703686, -0.002101896796375513, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.015886031091213226, -0.019910795614123344, 0.04619188979268074, -0.17752337498223955, 0.9479983078801979, 6.591290836870809, 20659.0
26556, -1.8554999828338623, -1.4606778621673584, -0.39498618245124817, -0.0013815280981361866, -0.003515703836455941, 0.015199580229818821, -0.0011224374175071716, -0.00578841520473361, 0.00042266849777661264, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.01594783551990986, -0.020029772073030472, 0.04600139707326889, -0.09438386697473358, 0.9747417068813604, 6.667051422640872, 20976.0
26706, -1.8390567302703857, -1.46885347366333, -0.39655566215515137, -0.00142366299405694, -0.0033445656299591064, 0.014967486262321472, -0.0013814264675602317, -0.004976971540600061, 0.0014309992548078299, 3.0, -4.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.015767522156238556, -0.020030375570058823, 0.045658279210329056, -0.004583664957137578, 0.9261860040813588, 6.724733890371331, 20976.0
26856, -1.8674423694610596, -1.46727454662323, -0.3971770703792572, -0.0014031837927177548, -0.003752416931092739, 0.014446524903178215, -0.002039528451859951, -0.006489205174148083, -0.0013348532374948263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.01410043053328991, -0.0193314328789711, 0.04709902033209801, 0.43734524209747605, -0.13364804022896237, 5.6636913419394865, 20976.0
26966, -1.8206181526184082, -1.467652678489685, -0.3994990885257721, -0.0016368606593459845, -0.0031523192301392555, 0.015246856957674026, -0.002797781489789486, -0.0039789858274161816, 0.0024183474015444517, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.01589266210794449, -0.020570125430822372, 0.047005001455545425, 0.5220902075095052, 0.7560625860345453, 7.0465953986362, 20976.0
27016, -1.8523584604263306, -1.4681446552276611, -0.3977552056312561, -0.001622301060706377, -0.003341377479955554, 0.015244800597429276, -0.0026714291889220476, -0.005069088190793991, 0.0011396141489967704, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.015305248089134693, -0.01751270331442356, 0.04788369685411453, -0.8125221620854028, 0.757993855626836, 6.341722543352308, 20976.0
27076, -1.8754379749298096, -1.4675604104995728, -0.39706557989120483, -0.0009784464491531253, -0.004191678017377853, 0.015186314471065998, 0.0009169370750896633, -0.009275545366108418, 0.00037995362072251737, -3.0, 2.0, 0.0, 0.0, 0.0, 0.0, 37354.0, 0.0, 35388.0, 0.0, 0.015467192977666855, -0.020493587478995323, 0.04600520804524422, 0.6885676754871703, 0.3180187204600031, 6.733504054380538, 20976.0
